GISJOIN,YEAR,NATION,NATIONA,AREANAME,AN8001,AN8002,AN8003,AN8004,AN8005,AN8006,AN8007,AN8008,AN9001,AN9002,AN9003,AN9004,AN9005,AN9006,AN9007,AN9008,AN9009,AN9010,AN9011,AN9012,AN9013,AN9014,AN9015,AN9016,AN9017,AN9018,AN9019,AN9020,AN9021,AN9022,AN9023,AN9024,AN9025,AN9026,AN9027,AN9028,AN9029,AN9030,AN9031,AN9032,AN9033,AN9034,AN9035,AN9036,AN9037,AN9038,AN9039,AN9040,AN9041,AN9042,AN9043,AN9044,AN9045,AN9046,AN9047,AN9048,AN9049,AN9050,AN9051,AN9052,AN9053,AN9054,AN9055,AN9056,AN9057,AN9058,AN9059,AN9060,AN9061,AN9062,AN9063,AN9064,AN9065,AN9066,AN9067,AN9068,AN9069,AN9070,AN9071,AN9072,AN9073,AN9074,AN9075,AN9076,AN9077,AN9078,AN9079,AN9080,AN9081,AN9082,AN9083,AN9084,AN9085,AN9086,AN9087,AN9088,AN9089,AN9090,AN9091,AN9092,AN9093,AN9094,AN9095,AN9096,AN9097,AN9098,AN9099,AN9100,AN9101,AN9102,AN9103,AN9104,AN9105,AN9106,AN9107,AN9108,AN9109,AN9110,AN9111,AN9112,AN9113,AN9114,AN9115,AN9116,AN9117,AN9118,AN9119,AN9120,AN9121,AN9122,AN9123,AN9124,AN9125,AN9126,AN9127,AN9128,AN9129,AN9130,AN9131,AN9132,AN9133,AN9134,AN9135,AN9136,AN9137,AN9138,AN9139,AN9140,AN9141,AN9142,AN9143,AN9144,AN9145,AN9146,AN9147,AN9148,AN9149,AN9150,AN9151,AN9152,AN9153,AN9154,AN9155,AN9156,AN9157,AN9158,AN9159,AN9160,AN9161,AN9162,AN9163,AN9164,AN9165,AN9166,AN9167,AN9168,AN9169,AN9170,AN9171,AN9172,AN9173,AN9174,AN9175,AN9176,AN9177,AN9178,AN9179,AN9180,AN9181,AN9182,AN9183,AN9184,AN9185,AN9186,AN9187,AN9188,AN9189,AN9190,AN9191,AN9192,AN9193,AN9194,AN9195,AN9196,AN9197,AN9198,AN9199,AN9200,AN9201,AN9202,AN9203,AN9204,AN9205,AN9206,AN9207,AN9208,AN9209,AN9210,AN9211,AN9212,AN9213,AN9214,AN9215,AN9216,AN9217,AN9218,AN9219,AN9220,AN9221,AN9222,AN9223,AN9224,AN9225,AN9226,AN9227,AN9228,AN9229,AN9230,AN9231,AN9232,AN9233,AN9234,AN9235,AN9236,AN9237,AN9238,AN9239,AN9240,AN9241,AN9242,AN9243,AN9244,AN9245,AN9246,AN9247,AN9248,AN9249,AN9250,AN9251,AN9252,AN9253,AN9254,AN9255,AN9256,AN9257,AN9258,AN9259,AN9260,AN9261,AN9262,AN9263,AN9264,AN9265,AN9266,AN9267,AN9268,AN9269,AN9270,AN9271,AN9272,AN9273,AN9274,AN9275,AN9276,AN9277,AN9278,AN9279,AN9280,AN9281,AN9282,AN9283,AN9284,AN9285,AN9286,AN9287,AN9288,AN9289,AN9290,AN9291,AN9292,AN9293,AN9294,AN9295,AN9296,AN9297,AN9298,AN9299,AN9300,AN9301,AN9302,AN9303,AN9304,AN9305,AN9306,AN9307,AN9308,AN9309,AN9310,AN9311,AN9312,AN9313,AN9314,AN9315,AN9316,AN9317,AN9318,AN9319,AN9320,AN9321,AN9322,AN9323,AN9324,AN9325,AN9326,AN9327,AN9328,AN9329,AN9330,AN9331,AN9332,AN9333,AN9334,AN9335,AN9336,AN9337,AN9338,AN9339,AN9340,AN9341,AN9342,AN9343,AN9344,AN9345,AN9346,AN9347,AN9348,AN9349,AN9350,AN9351,AN9352,AN9353,AN9354,AN9355,AN9356,AN9357,AN9358,AN9359,AN9360,AN9361,AN9362,AN9363,AN9364
"G1","1870","United States","1","United States",28095664,5493712,4870364,9645,24595,1136,518,62736,522306,212973,173792,479391,106581,61568,719124,1469524,1356938,515896,69494,1211888,277133,698483,593513,1138492,563790,137899,325319,936564,23065,4831,366778,697821,4016326,866446,2615264,42916,3351722,167459,418875,1106318,273903,420023,1389568,545289,38,1515,7489,1626,50503,1431,1044,2071,91128,44824,6869,483,160,9212,673,834,4219,3111,30506,12552,40287,489342,277,352,4811,30098,1328,116240,1690410,75,2625971,390,3,46801,3737,550,17147,14,5802,51,41308,114243,305,14435,4495,4638,539,3378,3701,97327,75145,301,4897,2612,807,451284,74811,1205,7553,26819,62574,588924,9804,12131,1646,4110,272227,287399,1302,212027,8569,4423,290,376793,108635,80,38,559,26223,44488,468262,33944,122,49503,3038,505764,324841,140072,947,739352,926,4,4,62,17,17036,7,806,20,82,50,110,9,9,1463,1984,30,212,7,2,1,2,3430,23,16,508,9,218,162,122,2,270,0,0,1,0,35,10,5,0,0,713,3,17,1,45,6,44,168,62,5,8,1,1350,26,147,110,48,6344,184,19,6,56,82,342,89,486,92,463,49,8,116,4775,842,572,69,89,13,9,31,534,1332,88,339,31,143,135,190,121,8,292,1008,9,121,28,815,8,59,413,100,1076,226,995,43,0,1587,0,0,0,0,0,0,0,692,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,414,0,0,0,2,0,1,16,1,0,0,0,4,0,0,0,0,494,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62674,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
