GISJOIN,YEAR,NATION,NATIONA,AREANAME,AG3001,AH0001,AH0002,AH0003,AH0004,AH0005,AH0006,AH0007,AH0008,AH0009,AH0010,AH0011,AH0012,AH0013,AH0014,AH0015,AH0016,AH0017,AH0018,AH0019,AH0020,AH0021,AH0022,AH0023,AH0024,AH0025,AH0026,AH0027,AH0028,AH0029,AH0030,AH0031,AH0032,AH0033,AH0034,AH0035,AH0036,AH0037,AH0038,AH0039,AH0040,AH0041,AH0042,AH0043,AH0044,AH0045,AH0046,AH0047,AH0048,AH0049,AH0050,AH0051,AH0052,AH0053,AH0054,AH0055,AH0056,AH0057,AH0058,AH0059,AH0060,AH0061,AH0062,AH0063,AH0064,AH0065,AH0066,AH0067,AH0068,AH0069,AH0070,AH0071,AH0072,AH0073,AH0074,AH0075,AH0076,AH0077,AH0078,AH0079,AH0080,AH0081,AH0082,AH0083,AH0084,AH0085,AH0086,AH0087,AH0088,AH0089,AH0090,AH0091,AH0092,AH0093,AH0094,AH0095,AH0096,AH0097,AH0098,AH0099,AH0100,AH0101,AH0102,AH0103,AH0104,AH0105,AH0106,AH0107,AH0108,AH0109,AH0110,AH0111,AH0112,AH0113,AH0114,AH0115,AH0116,AH0117,AH0118,AH0119,AH0120,AH0121,AH0122,AH0123,AH0124,AH0125,AH0126,AH0127,AH0128,AH0129,AH0130,AH0131,AH0132,AH0133,AH0134,AH0135,AH0136,AH0137,AH0138,AH0139,AH0140,AH0141,AH0142,AH0143,AH0144,AH0145,AH0146,AH0147,AH0148,AH0149,AH0150,AH0151,AH0152,AH0153,AH0154,AH0155,AH0156,AH0157,AH0158,AH0159,AH0160,AH0161,AH0162,AH0163,AH0164,AH0165,AH0166,AH0167,AH0168,AH0169,AH0170,AH0171,AH0172,AH0173,AH0174,AH0175,AH0176,AH0177,AH0178,AH0179,AH0180,AH7001,AHB001,AHB002
"G1","1860","United States","1","United States",31443320,409911,397524,1681549,1628461,1788711,1739387,1590472,1523281,1400536,1452045,2497210,2420139,1867378,1636213,1224086,1058246,740429,659246,400862,380011,153649,156583,38001,42753,4135,5634,385,542,14073,11085,6205,6425,26638,26650,30700,31157,30446,29953,24739,28008,39167,46395,29032,32700,21429,23297,13330,14661,7690,8442,3198,3838,1005,1570,327,527,128,241,85,87,55257,58393,266899,272617,287299,288650,276928,264320,220365,228481,355018,343023,218346,220520,140791,139002,79776,75926,46219,44124,15433,15724,4627,5334,1317,1714,671,900,13679,12407,425,425,2601,2374,2773,2394,2664,2275,2449,2491,5229,4399,3325,2467,2131,1481,890,671,633,466,260,181,153,105,75,49,49,37,48,42,3,9,36,44,42,50,45,50,27,27,28,24,12,19,14,10,6,7,6,0,0,0,0,0,0,0,0,0,0,0,3,3,20,24,20,17,313,33,1896,431,14906,862,10924,312,3772,71,919,18,344,12,23,1,4,0,0,0,0,0,5,0,27489560,3953742,27489560
