GISJOIN,YEAR,NATION,NATIONA,AREANAME,ABK001,ABK002,ABK003,ABK004,ABK005,ABK006,ABK007,ABK008,ABK009,ABK010,ABK011,ABK012,ABK013,ABK014,ABK015,ABK016,ABM001,ABB001,ABB002,ABB003,ABB004,ABB005,ABB006,ABD001,ABD002
"G1","1820","United States","1","United States",343852,203088,163723,77365,324344,202336,152693,70637,47659,24012,23450,17613,45898,28850,27181,18861,9638192,3995133,3866804,788028,750010,112734,120790,7861937,1771562
