GISJOIN,YEAR,NATION,NATIONA,AREANAME,ABN001,ABX001,ABX002,ABX003,ABX004,ABX005,ABX006,ABX007,ABX008,ABX009,ABX010,ABX011,ABX012,ABX013,ABX014,ABX015,ABX016,ABX017,ABX018,ABX019,ABX020,ABX021,ABX022,ABX023,ABX024,ABY001,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006,ABP001,ABP002,ABQ001,ABQ002,ABS001,ABS002
"G1","1830","United States","1","United States",12860702,353498,312567,185585,118880,41545,748,347665,308770,185786,111887,41436,676,48675,43079,27650,22271,11509,269,47329,48138,32541,24327,13425,386,12860492,5355133,5171115,1012823,996220,153453,166146,10526248,2328642,2009043,319599,1166276,1162366
