GISJOIN,YEAR,NATION,NATIONA,AREANAME,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV0001,AV0002,AV0003,AV0004,AV0005,AV0006,AV0007,AV0008
"G2","1890","Contiguous United States","2","Contiguous United States",62622248,7470040,6580793,4880009,107475,105465,63199,2039,148,55,58806,66407,25731,17472904,16885444,5781571,5722104,4951858,4170009,3861548,3776812
