GISJOIN,YEAR,NATION,NATIONA,AREANAME,ACD001,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024,AC0001,ACS001,ACS002,ACS003,ACU001,ACU002,ACU003,ACU004
"G1","1840","United States","1","United States",17063352,56284,52805,35321,28274,13513,284,55062,56592,41682,30371,15753,362,422584,391206,235386,145260,51331,750,421465,390117,239825,139204,49746,581,17063352,14189596,386303,2487455,186481,199822,1246517,1240938
