GISJOIN,YEAR,NATION,NATIONA,AREANAME,AAS001,AAU001,AAY001,AAY002,AAZ001,AAT001,AAT002
"G1","1800","United States","1","United States",5306526,5308483,108395,893041,5305941,4303974,1001436
