GISJOIN,YEAR,NATION,NATIONA,AREANAME,AR0001,AR0002,AR0003,AR0004,AR0005,AR0006,AR0007,AR0008,AR0009,AR0010,AR0011,AR0012,AR0013,AR0014,AR0015,AR0016
"G2","1880","Contiguous United States","2","Contiguous United States",18609264,18234026,3521635,3038044,3245357,3321419,7758,6259,649,537,100171,4256,32983,31604,1002,818
