GISJOIN,YEAR,NATION,NATIONA,AREANAME,AAA001,AAQ001,AAQ002,AAQ003,AAI001,AAM001,AAM002
"G1","1790","United States","1","United States",3929625,59557,697624,3172444,,3172444,757181
