GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,APP001,APP002,APP003,APP004
"G1701850","1880","Illinois","170","Wabash","1850","Wabash",9888,57,0,0
"G1701870","1880","Illinois","170","Warren","1870","Warren",22642,290,1,0
"G1701890","1880","Illinois","170","Washington","1890","Washington",20900,212,0,0
"G1701910","1880","Illinois","170","Wayne","1910","Wayne",21275,16,0,0
"G1701930","1880","Illinois","170","White","1930","White",22553,534,0,0
"G1701950","1880","Illinois","170","Whiteside","1950","Whiteside",30807,78,0,0
"G1701970","1880","Illinois","170","Will","1970","Will",52719,703,0,0
"G1701990","1880","Illinois","170","Williamson","1990","Williamson",19071,253,0,0
"G1702010","1880","Illinois","170","Winnebago","2010","Winnebago",30351,140,0,14
"G1702030","1880","Illinois","170","Woodford","2030","Woodford",21535,85,0,0
"G1800010","1880","Indiana","180","Adams","0010","Adams",15383,2,0,0
"G1800030","1880","Indiana","180","Allen","0030","Allen",54557,169,3,34
"G1800050","1880","Indiana","180","Bartholomew","0050","Bartholomew",22639,138,0,0
"G1800070","1880","Indiana","180","Benton","0070","Benton",11102,6,0,0
"G1800090","1880","Indiana","180","Blackford","0090","Blackford",8003,17,0,0
"G1800110","1880","Indiana","180","Boone","0110","Boone",25684,238,0,0
"G1800130","1880","Indiana","180","Brown","0130","Brown",10264,0,0,0
"G1800150","1880","Indiana","180","Carroll","0150","Carroll",18303,42,0,0
"G1800170","1880","Indiana","180","Cass","0170","Cass",27412,197,1,1
"G1800190","1880","Indiana","180","Clark","0190","Clark",26073,2536,0,1
"G1800210","1880","Indiana","180","Clay","0210","Clay",25556,298,0,0
"G1800230","1880","Indiana","180","Clinton","0230","Clinton",23403,65,0,4
"G1800250","1880","Indiana","180","Crawford","0250","Crawford",12354,2,0,0
"G1800270","1880","Indiana","180","Daviess","0270","Daviess",21244,307,0,1
"G1800290","1880","Indiana","180","Dearborn","0290","Dearborn",26614,57,0,0
"G1800310","1880","Indiana","180","Decatur","0310","Decatur",19544,235,0,0
"G1800330","1880","Indiana","180","DeKalb","0330","De Kalb",20220,5,0,0
"G1800350","1880","Indiana","180","Delaware","0350","Delaware",22706,213,0,7
"G1800370","1880","Indiana","180","Dubois","0370","Dubois",15934,58,0,0
"G1800390","1880","Indiana","180","Elkhart","0390","Elkhart",33426,28,0,0
"G1800410","1880","Indiana","180","Fayette","0410","Fayette",11152,242,0,0
"G1800430","1880","Indiana","180","Floyd","0430","Floyd",23029,1552,0,9
"G1800450","1880","Indiana","180","Fountain","0450","Fountain",20120,108,0,0
"G1800470","1880","Indiana","180","Franklin","0470","Franklin",20080,12,0,0
"G1800490","1880","Indiana","180","Fulton","0490","Fulton",14278,23,0,0
"G1800510","1880","Indiana","180","Gibson","0510","Gibson",21712,1027,0,3
"G1800530","1880","Indiana","180","Grant","0530","Grant",22751,867,0,0
"G1800550","1880","Indiana","180","Greene","0550","Greene",22739,250,0,7
"G1800570","1880","Indiana","180","Hamilton","0570","Hamilton",24039,762,0,0
"G1800590","1880","Indiana","180","Hancock","0590","Hancock",17022,101,0,0
"G1800610","1880","Indiana","180","Harrison","0610","Harrison",20976,350,0,0
"G1800630","1880","Indiana","180","Hendricks","0630","Hendricks",22577,402,0,2
"G1800650","1880","Indiana","180","Henry","0650","Henry",23332,679,0,5
"G1800670","1880","Indiana","180","Howard","0670","Howard",19180,404,0,0
"G1800690","1880","Indiana","180","Huntington","0690","Huntington",21788,7,0,10
"G1800710","1880","Indiana","180","Jackson","0710","Jackson",22706,344,0,0
"G1800730","1880","Indiana","180","Jasper","0730","Jasper",9464,0,0,0
"G1800750","1880","Indiana","180","Jay","0750","Jay",19127,155,0,0
"G1800770","1880","Indiana","180","Jefferson","0770","Jefferson",25030,944,0,3
"G1800790","1880","Indiana","180","Jennings","0790","Jennings",16045,408,0,0
"G1800810","1880","Indiana","180","Johnson","0810","Johnson",19182,355,0,0
"G1800830","1880","Indiana","180","Knox","0830","Knox",25694,629,0,1
"G1800850","1880","Indiana","180","Kosciusko","0850","Kosciusko",26445,49,0,0
"G1800870","1880","Indiana","180","Lagrange","0870","Lagrange",15615,15,0,0
"G1800890","1880","Indiana","180","Lake","0890","Lake",15089,2,0,0
"G1800910","1880","Indiana","180","LaPorte","0910","Laporte",30731,249,0,5
"G1800930","1880","Indiana","180","Lawrence","0930","Lawrence",18208,335,0,0
"G1800950","1880","Indiana","180","Madison","0950","Madison",27401,126,0,0
"G1800970","1880","Indiana","180","Marion","0970","Marion",94729,8038,14,1
"G1800990","1880","Indiana","180","Marshall","0990","Marshall",23405,9,0,0
"G1801010","1880","Indiana","180","Martin","1010","Martin",13453,22,0,0
"G1801030","1880","Indiana","180","Miami","1030","Miami",23838,135,1,109
"G1801050","1880","Indiana","180","Monroe","1050","Monroe",15530,345,0,0
"G1801070","1880","Indiana","180","Montgomery","1070","Montgomery",26885,427,1,3
"G1801090","1880","Indiana","180","Morgan","1090","Morgan",18750,150,0,0
"G1801110","1880","Indiana","180","Newton","1110","Newton",8081,86,0,0
"G1801130","1880","Indiana","180","Noble","1130","Noble",22909,47,0,0
"G1801150","1880","Indiana","180","Ohio","1150","Ohio",5358,205,0,0
"G1801170","1880","Indiana","180","Orange","1170","Orange",14210,149,0,4
"G1801190","1880","Indiana","180","Owen","1190","Owen",15774,127,0,0
"G1801210","1880","Indiana","180","Parke","1210","Parke",19170,288,0,2
"G1801230","1880","Indiana","180","Perry","1230","Perry",16789,208,0,0
"G1801250","1880","Indiana","180","Pike","1250","Pike",16356,27,0,0
"G1801270","1880","Indiana","180","Porter","1270","Porter",17194,33,0,0
"G1801290","1880","Indiana","180","Posey","1290","Posey",19902,955,0,0
"G1801310","1880","Indiana","180","Pulaski","1310","Pulaski",9847,4,0,0
"G1801330","1880","Indiana","180","Putnam","1330","Putnam",21925,576,0,0
"G1801350","1880","Indiana","180","Randolph","1350","Randolph",25843,591,0,1
"G1801370","1880","Indiana","180","Ripley","1370","Ripley",21470,157,0,0
"G1801390","1880","Indiana","180","Rush","1390","Rush",18688,550,0,0
"G1801410","1880","Indiana","180","St Joseph","1410","St Joseph",32889,279,0,10
"G1801430","1880","Indiana","180","Scott","1430","Scott",8333,10,0,0
"G1801450","1880","Indiana","180","Shelby","1450","Shelby",24970,287,0,0
"G1801470","1880","Indiana","180","Spencer","1470","Spencer",20630,1492,0,0
"G1801490","1880","Indiana","180","Starke","1490","Starke",5105,0,0,0
"G1801510","1880","Indiana","180","Steuben","1510","Steuben",14637,8,0,0
"G1801530","1880","Indiana","180","Sullivan","1530","Sullivan",20190,146,0,0
"G1801550","1880","Indiana","180","Switzerland","1550","Switzerland",13122,214,0,0
"G1801570","1880","Indiana","180","Tippecanoe","1570","Tippecanoe",35660,304,2,0
"G1801590","1880","Indiana","180","Tipton","1590","Tipton",14346,58,0,3
"G1801610","1880","Indiana","180","Union","1610","Union",7529,144,0,0
"G1801630","1880","Indiana","180","Vanderburgh","1630","Vanderburgh",38345,3843,3,2
"G1801650","1880","Indiana","180","Vermillion","1650","Vermillion",11951,74,0,0
"G1801670","1880","Indiana","180","Vigo","1670","Vigo",44149,1506,2,1
"G1801690","1880","Indiana","180","Wabash","1690","Wabash",24971,254,0,16
"G1801710","1880","Indiana","180","Warren","1710","Warren",11478,19,0,0
"G1801730","1880","Indiana","180","Warrick","1730","Warrick",19543,619,0,0
"G1801750","1880","Indiana","180","Washington","1750","Washington",18952,3,0,0
"G1801770","1880","Indiana","180","Wayne","1770","Wayne",36900,1710,2,1
"G1801790","1880","Indiana","180","Wells","1790","Wells",18437,5,0,0
"G1801810","1880","Indiana","180","White","1810","White",13789,6,0,0
"G1801830","1880","Indiana","180","Whitley","1830","Whitley",16833,108,0,0
"G1900010","1880","Iowa","190","Adair","0010","Adair",11659,8,0,0
"G1900030","1880","Iowa","190","Adams","0030","Adams",11799,89,0,0
"G1900050","1880","Iowa","190","Allamakee","0050","Allamakee",19753,38,0,0
"G1900070","1880","Iowa","190","Appanoose","0070","Appanoose",16562,74,0,0
"G1900090","1880","Iowa","190","Audubon","0090","Audubon",7445,3,0,0
"G1900110","1880","Iowa","190","Benton","0110","Benton",24868,20,0,0
"G1900130","1880","Iowa","190","Black Hawk","0130","Black Hawk",23876,37,0,0
"G1900150","1880","Iowa","190","Boone","0150","Boone",20585,251,2,0
"G1900170","1880","Iowa","190","Bremer","0170","Bremer",14074,6,0,1
"G1900190","1880","Iowa","190","Buchanan","0190","Buchanan",18517,29,0,0
"G1900210","1880","Iowa","190","Buena Vista","0210","Buena Vista",7536,1,0,0
"G1900230","1880","Iowa","190","Butler","0230","Butler",14262,31,0,0
"G1900250","1880","Iowa","190","Calhoun","0250","Calhoun",5593,2,0,0
"G1900270","1880","Iowa","190","Carroll","0270","Carroll",12341,10,0,0
"G1900290","1880","Iowa","190","Cass","0290","Cass",16922,21,0,0
"G1900310","1880","Iowa","190","Cedar","0310","Cedar",18879,53,0,4
"G1900330","1880","Iowa","190","Cerro Gordo","0330","Cerro Gordo",11438,23,0,0
"G1900350","1880","Iowa","190","Cherokee","0350","Cherokee",8238,2,0,0
"G1900370","1880","Iowa","190","Chickasaw","0370","Chickasaw",14534,0,0,0
"G1900390","1880","Iowa","190","Clarke","0390","Clarke",11455,58,0,0
"G1900410","1880","Iowa","190","Clay","0410","Clay",4246,2,0,0
"G1900430","1880","Iowa","190","Clayton","0430","Clayton",28828,1,0,0
"G1900450","1880","Iowa","190","Clinton","0450","Clinton",36573,187,2,1
"G1900470","1880","Iowa","190","Crawford","0470","Crawford",12390,23,0,0
"G1900490","1880","Iowa","190","Dallas","0490","Dallas",18692,53,1,0
"G1900510","1880","Iowa","190","Davis","0510","Davis",16404,60,0,4
"G1900530","1880","Iowa","190","Decatur","0530","Decatur",15207,129,0,0
"G1900550","1880","Iowa","190","Delaware","0550","Delaware",17948,2,0,0
"G1900570","1880","Iowa","190","Des Moines","0570","Des Moines",32674,425,0,0
"G1900590","1880","Iowa","190","Dickinson","0590","Dickinson",1900,1,0,0
"G1900610","1880","Iowa","190","Dubuque","0610","Dubuque",42837,156,2,1
"G1900630","1880","Iowa","190","Emmet","0630","Emmet",1547,3,0,0
"G1900650","1880","Iowa","190","Fayette","0650","Fayette",22136,122,0,0
"G1900670","1880","Iowa","190","Floyd","0670","Floyd",14672,5,0,0
"G1900690","1880","Iowa","190","Franklin","0690","Franklin",10237,12,0,0
"G1900710","1880","Iowa","190","Fremont","0710","Fremont",17588,59,0,5
"G1900730","1880","Iowa","190","Greene","0730","Greene",12711,16,0,0
"G1900750","1880","Iowa","190","Grundy","0750","Grundy",12639,0,0,0
"G1900770","1880","Iowa","190","Guthrie","0770","Guthrie",14392,2,0,0
"G1900790","1880","Iowa","190","Hamilton","0790","Hamilton",11251,1,0,0
"G1900810","1880","Iowa","190","Hancock","0810","Hancock",3453,0,0,0
"G1900830","1880","Iowa","190","Hardin","0830","Hardin",17696,111,0,0
"G1900850","1880","Iowa","190","Harrison","0850","Harrison",16632,13,0,4
"G1900870","1880","Iowa","190","Henry","0870","Henry",20477,509,0,0
"G1900890","1880","Iowa","190","Howard","0890","Howard",10817,19,1,0
"G1900910","1880","Iowa","190","Humboldt","0910","Humboldt",5339,2,0,0
"G1900930","1880","Iowa","190","Ida","0930","Ida",4382,0,0,0
"G1900950","1880","Iowa","190","Iowa","0950","Iowa",19206,15,0,0
"G1900970","1880","Iowa","190","Jackson","0970","Jackson",23762,9,0,0
"G1900990","1880","Iowa","190","Jasper","0990","Jasper",25842,121,0,0
"G1901010","1880","Iowa","190","Jefferson","1010","Jefferson",17397,72,0,0
"G1901030","1880","Iowa","190","Johnson","1030","Johnson",25323,105,1,0
"G1901050","1880","Iowa","190","Jones","1050","Jones",21017,35,0,0
"G1901070","1880","Iowa","190","Keokuk","1070","Keokuk",21243,15,0,0
"G1901090","1880","Iowa","190","Kossuth","1090","Kossuth",6177,1,0,0
"G1901110","1880","Iowa","190","Lee","1110","Lee",33178,1679,1,1
"G1901130","1880","Iowa","190","Linn","1130","Linn",37027,207,3,0
"G1901150","1880","Iowa","190","Louisa","1150","Louisa",13077,65,0,0
"G1901170","1880","Iowa","190","Lucas","1170","Lucas",14490,40,0,0
"G1901190","1880","Iowa","190","Lyon","1190","Lyon",1968,0,0,0
"G1901210","1880","Iowa","190","Madison","1210","Madison",17212,10,0,2
"G1901230","1880","Iowa","190","Mahaska","1230","Mahaska",24678,524,0,0
"G1901250","1880","Iowa","190","Marion","1250","Marion",25067,44,0,0
"G1901270","1880","Iowa","190","Marshall","1270","Marshall",23627,97,1,27
"G1901290","1880","Iowa","190","Mills","1290","Mills",14113,24,0,0
"G1901310","1880","Iowa","190","Mitchell","1310","Mitchell",14358,5,0,0
"G1901330","1880","Iowa","190","Monona","1330","Monona",8967,88,0,0
"G1901350","1880","Iowa","190","Monroe","1350","Monroe",13461,258,0,0
"G1901370","1880","Iowa","190","Montgomery","1370","Montgomery",15782,113,0,0
"G1901390","1880","Iowa","190","Muscatine","1390","Muscatine",22991,179,0,0
"G1901410","1880","Iowa","190","O Brien","1410","O Brien",4142,13,0,0
"G1901430","1880","Iowa","190","Osceola","1430","Osceola",2219,0,0,0
"G1901450","1880","Iowa","190","Page","1450","Page",19420,247,0,0
"G1901470","1880","Iowa","190","Palo Alto","1470","Palo Alto",4131,0,0,0
"G1901490","1880","Iowa","190","Plymouth","1490","Plymouth",8561,5,0,0
"G1901510","1880","Iowa","190","Pocahontas","1510","Pocahontas",3713,0,0,0
"G1901530","1880","Iowa","190","Polk","1530","Polk",41714,672,9,0
"G1901550","1880","Iowa","190","Pottawattamie","1550","Pottawattamie",39231,614,3,2
"G1901570","1880","Iowa","190","Poweshiek","1570","Poweshiek",18874,62,0,0
"G1901590","1880","Iowa","190","Ringgold","1590","Ringgold",12070,15,0,0
"G1901610","1880","Iowa","190","Sac","1610","Sac",8774,0,0,0
"G1901630","1880","Iowa","190","Scott","1630","Scott",41000,266,0,0
"G1901650","1880","Iowa","190","Shelby","1650","Shelby",12683,13,0,0
"G1901670","1880","Iowa","190","Sioux","1670","Sioux",5425,1,0,0
"G1901690","1880","Iowa","190","Story","1690","Story",16897,9,0,0
"G1901710","1880","Iowa","190","Tama","1710","Tama",21173,32,0,380
"G1901730","1880","Iowa","190","Taylor","1730","Taylor",15505,130,0,0
"G1901750","1880","Iowa","190","Union","1750","Union",14888,90,2,0
"G1901770","1880","Iowa","190","Van Buren","1770","Van Buren",16920,123,0,0
"G1901790","1880","Iowa","190","Wapello","1790","Wapello",24823,460,2,0
"G1901810","1880","Iowa","190","Warren","1810","Warren",19515,63,0,0
"G1901830","1880","Iowa","190","Washington","1830","Washington",20279,95,0,0
"G1901850","1880","Iowa","190","Wayne","1850","Wayne",16105,22,0,0
"G1901870","1880","Iowa","190","Webster","1870","Webster",15943,8,0,0
"G1901890","1880","Iowa","190","Winnebago","1890","Winnebago",4916,1,0,0
"G1901910","1880","Iowa","190","Winneshiek","1910","Winneshiek",23921,13,0,4
"G1901930","1880","Iowa","190","Woodbury","1930","Woodbury",14785,178,3,30
"G1901950","1880","Iowa","190","Worth","1950","Worth",7944,9,0,0
"G1901970","1880","Iowa","190","Wright","1970","Wright",5062,0,0,0
"G2000010","1880","Kansas","200","Allen","0010","Allen",10952,350,0,1
"G2000030","1880","Kansas","200","Anderson","0030","Anderson",8871,186,0,0
"G2000035","1880","Kansas","200","Arapahoe","0035","Arapahoe",3,0,0,0
"G2000050","1880","Kansas","200","Atchison","0050","Atchison",23237,3410,3,18
"G2000070","1880","Kansas","200","Barber","0070","Barber",2652,8,0,1
"G2000090","1880","Kansas","200","Barton","0090","Barton",10022,296,0,0
"G2000110","1880","Kansas","200","Bourbon","0110","Bourbon",17866,1716,0,9
"G2000130","1880","Kansas","200","Brown","0130","Brown",12554,263,0,0
"G2000135","1880","Kansas","200","Buffalo","0135","Buffalo",191,0,0,0
"G2000150","1880","Kansas","200","Butler","0150","Butler",18527,59,0,0
"G2000170","1880","Kansas","200","Chase","0170","Chase",5962,119,0,0
"G2000190","1880","Kansas","200","Chautauqua","0190","Chautauqua",10915,144,0,13
"G2000210","1880","Kansas","200","Cherokee","0210","Cherokee",20031,1861,0,13
"G2000230","1880","Kansas","200","Cheyenne","0230","Cheyenne",37,0,0,0
"G2000250","1880","Kansas","200","Clark","0250","Clark",159,4,0,0
"G2000270","1880","Kansas","200","Clay","0270","Clay",12200,119,0,1
"G2000290","1880","Kansas","200","Cloud","0290","Cloud",15302,41,0,0
"G2000310","1880","Kansas","200","Coffey","0310","Coffey",11004,433,0,1
"G2000330","1880","Kansas","200","Comanche","0330","Comanche",369,3,0,0
"G2000350","1880","Kansas","200","Cowley","0350","Cowley",21316,221,0,1
"G2000370","1880","Kansas","200","Crawford","0370","Crawford",16749,100,0,2
"G2000375","1880","Kansas","200","Davis","0375","Davis",6653,339,0,2
"G2000390","1880","Kansas","200","Decatur","0390","Decatur",4179,1,0,0
"G2000410","1880","Kansas","200","Dickinson","0410","Dickinson",15170,81,0,0
"G2000430","1880","Kansas","200","Doniphan","0430","Doniphan",13343,914,0,0
"G2000450","1880","Kansas","200","Douglas","0450","Douglas",18476,3217,2,5
"G2000470","1880","Kansas","200","Edwards","0470","Edwards",2353,56,0,0
"G2000490","1880","Kansas","200","Elk","0490","Elk",10602,21,0,0
"G2000510","1880","Kansas","200","Ellis","0510","Ellis",6111,68,0,0
"G2000530","1880","Kansas","200","Ellsworth","0530","Ellsworth",8385,107,0,2
"G2000555","1880","Kansas","200","Foote","0555","Foote",410,1,0,0
"G2000570","1880","Kansas","200","Ford","0570","Ford",3048,73,0,1
"G2000590","1880","Kansas","200","Franklin","0590","Franklin",15847,923,0,27
"G2000630","1880","Kansas","200","Gove","0630","Gove",1186,10,0,0
"G2000650","1880","Kansas","200","Graham","0650","Graham",3774,484,0,0
"G2000670","1880","Kansas","200","Grant","0670","Grant",9,0,0,0
"G2000710","1880","Kansas","200","Greeley","0710","Greeley",3,0,0,0
"G2000730","1880","Kansas","200","Greenwood","0730","Greenwood",10468,80,0,0
"G2000750","1880","Kansas","200","Hamilton","0750","Hamilton",168,0,0,0
"G2000770","1880","Kansas","200","Harper","0770","Harper",4114,19,0,0
"G2000790","1880","Kansas","200","Harvey","0790","Harvey",11351,98,2,0
"G2000830","1880","Kansas","200","Hodgeman","0830","Hodgeman",1575,129,0,0
"G2000850","1880","Kansas","200","Jackson","0850","Jackson",10520,165,0,33
"G2000870","1880","Kansas","200","Jefferson","0870","Jefferson",14772,790,0,1
"G2000890","1880","Kansas","200","Jewell","0890","Jewell",17457,18,0,0
"G2000910","1880","Kansas","200","Johnson","0910","Johnson",15937,899,0,17
"G2000915","1880","Kansas","200","Kansas","0915","Kansas",9,0,0,0
"G2000930","1880","Kansas","200","Kearny","0930","Kearny",159,0,0,0
"G2000950","1880","Kansas","200","Kingman","0950","Kingman",3711,2,0,0
"G2000990","1880","Kansas","200","Labette","0990","Labette",20517,2179,0,39
"G2001010","1880","Kansas","200","Lane","1010","Lane",601,0,0,0
"G2001030","1880","Kansas","200","Leavenworth","1030","Leavenworth",27383,4970,0,2
"G2001050","1880","Kansas","200","Lincoln","1050","Lincoln",8517,65,0,0
"G2001070","1880","Kansas","200","Linn","1070","Linn",14481,815,0,2
"G2001110","1880","Kansas","200","Lyon","1110","Lyon",16298,1027,0,1
"G2001130","1880","Kansas","200","McPherson","1130","Mcpherson",17091,49,2,1
"G2001150","1880","Kansas","200","Marion","1150","Marion",12356,97,0,0
"G2001170","1880","Kansas","200","Marshall","1170","Marshall",15905,231,0,0
"G2001190","1880","Kansas","200","Meade","1190","Meade",296,0,0,0
"G2001210","1880","Kansas","200","Miami","1210","Miami",16901,868,0,33
"G2001230","1880","Kansas","200","Mitchell","1230","Mitchell",14870,41,0,0
"G2001250","1880","Kansas","200","Montgomery","1250","Montgomery",17528,684,0,1
"G2001270","1880","Kansas","200","Morris","1270","Morris",8732,532,0,1
"G2001310","1880","Kansas","200","Nemaha","1310","Nemaha",12387,75,0,0
"G2001330","1880","Kansas","200","Neosho","1330","Neosho",14735,374,0,12
"G2001350","1880","Kansas","200","Ness","1350","Ness",3722,0,0,0
"G2001370","1880","Kansas","200","Norton","1370","Norton",6966,32,0,0
"G2001390","1880","Kansas","200","Osage","1390","Osage",18905,571,0,166
"G2001410","1880","Kansas","200","Osborne","1410","Osborne",12456,61,0,0
"G2001430","1880","Kansas","200","Ottawa","1430","Ottawa",10239,68,0,0
"G2001450","1880","Kansas","200","Pawnee","1450","Pawnee",5364,32,0,0
"G2001470","1880","Kansas","200","Phillips","1470","Phillips",11897,117,0,0
"G2001490","1880","Kansas","200","Pottawatomie","1490","Pottawatomie",15894,233,0,223
"G2001510","1880","Kansas","200","Pratt","1510","Pratt",1852,38,0,0
"G2001530","1880","Kansas","200","Rawlins","1530","Rawlins",1623,0,0,0
"G2001550","1880","Kansas","200","Reno","1550","Reno",12747,77,0,2
"G2001570","1880","Kansas","200","Republic","1570","Republic",14898,15,0,0
"G2001590","1880","Kansas","200","Rice","1590","Rice",9235,57,0,0
"G2001610","1880","Kansas","200","Riley","1610","Riley",10106,324,0,0
"G2001630","1880","Kansas","200","Rooks","1630","Rooks",8056,56,0,0
"G2001650","1880","Kansas","200","Rush","1650","Rush",5485,5,0,0
"G2001670","1880","Kansas","200","Russell","1670","Russell",7317,34,0,0
"G2001690","1880","Kansas","200","Saline","1690","Saline",13528,280,0,0
"G2001710","1880","Kansas","200","Scott","1710","Scott",43,0,0,0
"G2001730","1880","Kansas","200","Sedgwick","1730","Sedgwick",18459,268,2,24
"G2001735","1880","Kansas","200","Sequoyah","1735","Sequoyah",568,0,0,0
"G2001750","1880","Kansas","200","Seward","1750","Seward",5,0,0,0
"G2001770","1880","Kansas","200","Shawnee","1770","Shawnee",23655,5356,5,77
"G2001790","1880","Kansas","200","Sheridan","1790","Sheridan",1567,0,0,0
"G2001810","1880","Kansas","200","Sherman","1810","Sherman",13,0,0,0
"G2001830","1880","Kansas","200","Smith","1830","Smith",13868,15,0,0
"G2001850","1880","Kansas","200","Stafford","1850","Stafford",4632,123,0,0
"G2001870","1880","Kansas","200","Stanton","1870","Stanton",5,0,0,0
"G2001890","1880","Kansas","200","Stevens","1890","Stevens",12,0,0,0
"G2001910","1880","Kansas","200","Sumner","1910","Sumner",20698,104,3,7
"G2001930","1880","Kansas","200","Thomas","1930","Thomas",161,0,0,0
"G2001950","1880","Kansas","200","Trego","1950","Trego",2510,25,0,0
"G2001970","1880","Kansas","200","Wabaunsee","1970","Wabaunsee",8074,646,0,36
"G2001990","1880","Kansas","200","Wallace","1990","Wallace",679,7,0,0
"G2002010","1880","Kansas","200","Washington","2010","Washington",14891,19,0,0
"G2002030","1880","Kansas","200","Wichita","2030","Wichita",14,0,0,0
"G2002050","1880","Kansas","200","Wilson","2050","Wilson",13698,77,0,0
"G2002070","1880","Kansas","200","Woodson","2070","Woodson",6467,56,0,12
"G2002090","1880","Kansas","200","Wyandotte","2090","Wyandotte",14539,4576,0,28
"G2100010","1880","Kentucky","210","Adair","0010","Adair",10907,2171,0,0
"G2100030","1880","Kentucky","210","Allen","0030","Allen",11020,1069,0,0
"G2100050","1880","Kentucky","210","Anderson","0050","Anderson",8292,1069,0,0
"G2100070","1880","Kentucky","210","Ballard","0070","Ballard",12653,1725,0,0
"G2100090","1880","Kentucky","210","Barren","0090","Barren",17380,4941,0,0
"G2100110","1880","Kentucky","210","Bath","0110","Bath",9965,2017,0,0
"G2100130","1880","Kentucky","210","Bell","0130","Bell",5874,181,0,0
"G2100150","1880","Kentucky","210","Boone","0150","Boone",10764,1232,0,0
"G2100170","1880","Kentucky","210","Bourbon","0170","Bourbon",8642,7314,0,0
"G2100190","1880","Kentucky","210","Boyd","0190","Boyd",11608,556,0,1
"G2100210","1880","Kentucky","210","Boyle","0210","Boyle",7193,4737,0,0
"G2100230","1880","Kentucky","210","Bracken","0230","Bracken",12693,816,0,0
"G2100250","1880","Kentucky","210","Breathitt","0250","Breathitt",7557,185,0,0
"G2100270","1880","Kentucky","210","Breckinridge","0270","Breckinridge",15282,2204,0,0
"G2100290","1880","Kentucky","210","Bullitt","0290","Bullitt",7214,1307,0,0
"G2100310","1880","Kentucky","210","Butler","0310","Butler",11361,820,0,0
"G2100330","1880","Kentucky","210","Caldwell","0330","Caldwell",9095,2187,0,0
"G2100350","1880","Kentucky","210","Calloway","0350","Calloway",12080,1215,0,0
"G2100370","1880","Kentucky","210","Campbell","0370","Campbell",36997,441,2,0
"G2100410","1880","Kentucky","210","Carroll","0410","Carroll",8182,771,0,0
"G2100430","1880","Kentucky","210","Carter","0430","Carter",11974,371,0,0
"G2100450","1880","Kentucky","210","Casey","0450","Casey",10375,608,0,0
"G2100470","1880","Kentucky","210","Christian","0470","Christian",17043,14639,0,0
"G2100490","1880","Kentucky","210","Clark","0490","Clark",7929,4186,0,0
"G2100510","1880","Kentucky","210","Clay","0510","Clay",9516,706,0,0
"G2100530","1880","Kentucky","210","Clinton","0530","Clinton",6901,311,0,0
"G2100550","1880","Kentucky","210","Crittenden","0550","Crittenden",10537,1151,0,0
"G2100570","1880","Kentucky","210","Cumberland","0570","Cumberland",7327,1567,0,0
"G2100590","1880","Kentucky","210","Daviess","0590","Daviess",22876,4854,0,0
"G2100610","1880","Kentucky","210","Edmonson","0610","Edmonson",6667,555,0,0
"G2100630","1880","Kentucky","210","Elliott","0630","Elliott",6524,43,0,0
"G2100650","1880","Kentucky","210","Estill","0650","Estill",9349,511,0,0
"G2100670","1880","Kentucky","210","Fayette","0670","Fayette",16049,12974,0,0
"G2100690","1880","Kentucky","210","Fleming","0690","Fleming",13646,1575,0,0
"G2100710","1880","Kentucky","210","Floyd","0710","Floyd",9977,199,0,0
"G2100730","1880","Kentucky","210","Franklin","0730","Franklin",13839,4860,0,0
"G2100750","1880","Kentucky","210","Fulton","0750","Fulton",6371,1605,0,1
"G2100770","1880","Kentucky","210","Gallatin","0770","Gallatin",4185,647,0,0
"G2100790","1880","Kentucky","210","Garrard","0790","Garrard",8009,3695,0,0
"G2100810","1880","Kentucky","210","Grant","0810","Grant",12350,733,0,0
"G2100830","1880","Kentucky","210","Graves","0830","Graves",21287,2851,0,0
"G2100850","1880","Kentucky","210","Grayson","0850","Grayson",15377,407,0,0
"G2100870","1880","Kentucky","210","Green","0870","Green",9463,2408,0,0
"G2100890","1880","Kentucky","210","Greenup","0890","Greenup",12932,439,0,0
"G2100910","1880","Kentucky","210","Hancock","0910","Hancock",7759,803,1,0
"G2100930","1880","Kentucky","210","Hardin","0930","Hardin",19282,3282,0,0
"G2100950","1880","Kentucky","210","Harlan","0950","Harlan",5164,114,0,0
"G2100970","1880","Kentucky","210","Harrison","0970","Harrison",13572,2932,0,0
"G2100990","1880","Kentucky","210","Hart","0990","Hart",14294,2839,0,0
"G2101010","1880","Kentucky","210","Henderson","1010","Henderson",16943,7572,0,0
"G2101030","1880","Kentucky","210","Henry","1030","Henry",11623,2869,0,0
"G2101050","1880","Kentucky","210","Hickman","1050","Hickman",8687,1964,0,0
"G2101070","1880","Kentucky","210","Hopkins","1070","Hopkins",16412,2710,0,0
"G2101090","1880","Kentucky","210","Jackson","1090","Jackson",6605,45,0,28
"G2101110","1880","Kentucky","210","Jefferson","1110","Jefferson",120408,25595,5,2
"G2101130","1880","Kentucky","210","Jessamine","1130","Jessamine",6463,4401,0,0
"G2101150","1880","Kentucky","210","Johnson","1150","Johnson",9052,103,0,0
"G2101170","1880","Kentucky","210","Kenton","1170","Kenton",41453,2528,2,0
"G2101210","1880","Kentucky","210","Knox","1210","Knox",9922,662,0,3
"G2101230","1880","Kentucky","210","Larue","1230","Larue",8746,1047,0,0
