GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,APP001,APP002,APP003,APP004
"G2800150","1880","Mississippi","280","Carroll","0150","Carroll",7831,9961,0,3
"G2800170","1880","Mississippi","280","Chickasaw","0170","Chickasaw",7696,10209,0,0
"G2800190","1880","Mississippi","280","Choctaw","0190","Choctaw",6537,2498,0,1
"G2800210","1880","Mississippi","280","Claiborne","0210","Claiborne",3910,12858,0,0
"G2800230","1880","Mississippi","280","Clarke","0230","Clarke",7181,7828,0,12
"G2800250","1880","Mississippi","280","Clay","0250","Clay",5255,12110,0,2
"G2800270","1880","Mississippi","280","Coahoma","0270","Coahoma",2412,11155,1,0
"G2800290","1880","Mississippi","280","Copiah","0290","Copiah",13101,14442,0,9
"G2800310","1880","Mississippi","280","Covington","0310","Covington",4034,1958,0,1
"G2800330","1880","Mississippi","280","De Soto","0330","De Soto",7581,15343,0,0
"G2800370","1880","Mississippi","280","Franklin","0370","Franklin",4852,4871,0,6
"G2800410","1880","Mississippi","280","Greene","0410","Greene",2381,785,0,28
"G2800430","1880","Mississippi","280","Grenada","0430","Grenada",3236,8831,1,3
"G2800450","1880","Mississippi","280","Hancock","0450","Hancock",4635,1764,0,40
"G2800470","1880","Mississippi","280","Harrison","0470","Harrison",5749,2146,0,0
"G2800490","1880","Mississippi","280","Hinds","0490","Hinds",11675,32279,4,0
"G2800510","1880","Mississippi","280","Holmes","0510","Holmes",6911,20233,0,20
"G2800550","1880","Mississippi","280","Issaquena","0550","Issaquena",826,9174,4,0
"G2800570","1880","Mississippi","280","Itawamba","0570","Itawamba",9555,1108,0,0
"G2800590","1880","Mississippi","280","Jackson","0590","Jackson",5124,2482,0,1
"G2800610","1880","Mississippi","280","Jasper","0610","Jasper",6244,5631,0,251
"G2800630","1880","Mississippi","280","Jefferson","0630","Jefferson",4260,13051,2,1
"G2800670","1880","Mississippi","280","Jones","0670","Jones",3469,359,0,0
"G2800690","1880","Mississippi","280","Kemper","0690","Kemper",7100,8537,0,82
"G2800710","1880","Mississippi","280","Lafayette","0710","Lafayette",11385,10286,0,0
"G2800750","1880","Mississippi","280","Lauderdale","0750","Lauderdale",9959,11538,0,4
"G2800770","1880","Mississippi","280","Lawrence","0770","Lawrence",4937,4473,0,10
"G2800790","1880","Mississippi","280","Leake","0790","Leake",8104,4660,0,382
"G2800810","1880","Mississippi","280","Lee","0810","Lee",12656,7814,0,0
"G2800830","1880","Mississippi","280","Leflore","0830","Leflore",2230,7997,3,16
"G2800850","1880","Mississippi","280","Lincoln","0850","Lincoln",7701,5842,0,4
"G2800870","1880","Mississippi","280","Lowndes","0870","Lowndes",5588,22656,0,0
"G2800890","1880","Mississippi","280","Madison","0890","Madison",5946,19907,0,13
"G2800910","1880","Mississippi","280","Marion","0910","Marion",4450,2451,0,0
"G2800930","1880","Mississippi","280","Marshall","0930","Marshall",10992,18338,0,0
"G2800950","1880","Mississippi","280","Monroe","0950","Monroe",10551,18001,0,1
"G2800970","1880","Mississippi","280","Montgomery","0970","Montgomery",6671,6677,0,0
"G2800990","1880","Mississippi","280","Neshoba","0990","Neshoba",6555,1768,0,418
"G2801010","1880","Mississippi","280","Newton","1010","Newton",8428,4686,0,322
"G2801030","1880","Mississippi","280","Noxubee","1030","Noxubee",5302,24572,0,0
"G2801050","1880","Mississippi","280","Oktibbeha","1050","Oktibbeha",5109,10869,0,0
"G2801070","1880","Mississippi","280","Panola","1070","Panola",9521,18830,0,1
"G2801110","1880","Mississippi","280","Perry","1110","Perry",2357,1070,0,0
"G2801130","1880","Mississippi","280","Pike","1130","Pike",8572,8112,0,4
"G2801150","1880","Mississippi","280","Pontotoc","1150","Pontotoc",9609,4249,0,0
"G2801170","1880","Mississippi","280","Prentiss","1170","Prentiss",9737,2421,0,0
"G2801190","1880","Mississippi","280","Quitman","1190","Quitman",592,815,0,0
"G2801210","1880","Mississippi","280","Rankin","1210","Rankin",7193,9559,0,0
"G2801230","1880","Mississippi","280","Scott","1230","Scott",6633,4132,0,80
"G2801250","1880","Mississippi","280","Sharkey","1250","Sharkey",1405,4893,0,8
"G2801270","1880","Mississippi","280","Simpson","1270","Simpson",4994,3014,0,0
"G2801290","1880","Mississippi","280","Smith","1290","Smith",6452,1636,0,0
"G2801315","1880","Mississippi","280","Sumner","1315","Sumner",7239,2295,0,0
"G2801330","1880","Mississippi","280","Sunflower","1330","Sunflower",1764,2897,0,0
"G2801350","1880","Mississippi","280","Tallahatchie","1350","Tallahatchie",4168,6757,0,1
"G2801370","1880","Mississippi","280","Tate","1370","Tate",9094,9627,0,0
"G2801390","1880","Mississippi","280","Tippah","1390","Tippah",9802,3065,0,0
"G2801410","1880","Mississippi","280","Tishomingo","1410","Tishomingo",7611,1163,0,0
"G2801430","1880","Mississippi","280","Tunica","1430","Tunica",1256,7205,0,0
"G2801450","1880","Mississippi","280","Union","1450","Union",9932,3098,0,0
"G2801490","1880","Mississippi","280","Warren","1490","Warren",8717,22516,3,2
"G2801510","1880","Mississippi","280","Washington","1510","Washington",3478,21861,28,0
"G2801530","1880","Mississippi","280","Wayne","1530","Wayne",4971,3770,0,0
"G2801570","1880","Mississippi","280","Wilkinson","1570","Wilkinson",3570,14243,0,2
"G2801590","1880","Mississippi","280","Winston","1590","Winston",6113,3927,0,47
"G2801610","1880","Mississippi","280","Yalobusha","1610","Yalobusha",7533,8116,0,0
"G2801630","1880","Mississippi","280","Yazoo","1630","Yazoo",8498,25342,5,0
"G2900010","1880","Missouri","290","Adair","0010","Adair",14964,226,0,0
"G2900030","1880","Missouri","290","Andrew","0030","Andrew",15950,367,0,1
"G2900050","1880","Missouri","290","Atchison","0050","Atchison",14514,40,0,2
"G2900070","1880","Missouri","290","Audrain","0070","Audrain",17887,1844,1,0
"G2900090","1880","Missouri","290","Barry","0090","Barry",14392,13,0,0
"G2900110","1880","Missouri","290","Barton","0110","Barton",10315,17,0,0
"G2900130","1880","Missouri","290","Bates","0130","Bates",25129,252,0,0
"G2900150","1880","Missouri","290","Benton","0150","Benton",12124,271,0,1
"G2900170","1880","Missouri","290","Bollinger","0170","Bollinger",11104,26,0,0
"G2900190","1880","Missouri","290","Boone","0190","Boone",20338,5082,0,2
"G2900210","1880","Missouri","290","Buchanan","0210","Buchanan",46063,3726,2,1
"G2900230","1880","Missouri","290","Butler","0230","Butler",5871,140,0,0
"G2900250","1880","Missouri","290","Caldwell","0250","Caldwell",13233,413,0,0
"G2900270","1880","Missouri","290","Callaway","0270","Callaway",19239,4431,0,0
"G2900290","1880","Missouri","290","Camden","0290","Camden",7152,114,0,0
"G2900310","1880","Missouri","290","Cape Girardeau","0310","Cape Girardeau",19003,1995,0,0
"G2900330","1880","Missouri","290","Carroll","0330","Carroll",21807,1467,0,0
"G2900350","1880","Missouri","290","Carter","0350","Carter",2157,11,0,0
"G2900370","1880","Missouri","290","Cass","0370","Cass",21679,751,0,1
"G2900390","1880","Missouri","290","Cedar","0390","Cedar",10595,146,0,0
"G2900410","1880","Missouri","290","Chariton","0410","Chariton",21234,3990,0,0
"G2900430","1880","Missouri","290","Christian","0430","Christian",9431,193,0,4
"G2900450","1880","Missouri","290","Clark","0450","Clark",14723,308,0,0
"G2900470","1880","Missouri","290","Clay","0470","Clay",14059,1513,0,0
"G2900490","1880","Missouri","290","Clinton","0490","Clinton",15098,975,0,0
"G2900510","1880","Missouri","290","Cole","0510","Cole",13646,1868,0,1
"G2900530","1880","Missouri","290","Cooper","0530","Cooper",18094,3502,0,0
"G2900550","1880","Missouri","290","Crawford","0550","Crawford",10634,122,0,0
"G2900570","1880","Missouri","290","Dade","0570","Dade",12309,248,0,0
"G2900590","1880","Missouri","290","Dallas","0590","Dallas",9174,89,0,0
"G2900610","1880","Missouri","290","Daviess","0610","Daviess",18695,450,0,0
"G2900630","1880","Missouri","290","DeKalb","0630","De Kalb",13202,132,0,0
"G2900650","1880","Missouri","290","Dent","0650","Dent",10584,62,0,0
"G2900670","1880","Missouri","290","Douglas","0670","Douglas",7727,26,0,0
"G2900690","1880","Missouri","290","Dunklin","0690","Dunklin",9440,164,0,0
"G2900710","1880","Missouri","290","Franklin","0710","Franklin",24457,2077,0,0
"G2900730","1880","Missouri","290","Gasconade","0730","Gasconade",10986,167,0,0
"G2900750","1880","Missouri","290","Gentry","0750","Gentry",17148,28,0,0
"G2900770","1880","Missouri","290","Greene","0770","Greene",25993,2799,0,9
"G2900790","1880","Missouri","290","Grundy","0790","Grundy",14986,199,0,0
"G2900810","1880","Missouri","290","Harrison","0810","Harrison",20231,73,0,0
"G2900830","1880","Missouri","290","Henry","0830","Henry",22911,991,0,4
"G2900850","1880","Missouri","290","Hickory","0850","Hickory",7337,50,0,0
"G2900870","1880","Missouri","290","Holt","0870","Holt",15277,232,0,0
"G2900890","1880","Missouri","290","Howard","0890","Howard",13197,5231,0,0
"G2900910","1880","Missouri","290","Howell","0910","Howell",8723,91,0,0
"G2900930","1880","Missouri","290","Iron","0930","Iron",7783,400,0,0
"G2900950","1880","Missouri","290","Jackson","0950","Jackson",72440,9850,25,10
"G2900970","1880","Missouri","290","Jasper","0970","Jasper",31241,767,1,10
"G2900990","1880","Missouri","290","Jefferson","0990","Jefferson",17731,1005,0,0
"G2901010","1880","Missouri","290","Johnson","1010","Johnson",26153,2019,0,0
"G2901030","1880","Missouri","290","Knox","1030","Knox",12819,228,0,0
"G2901050","1880","Missouri","290","Laclede","1050","Laclede",11047,477,0,0
"G2901070","1880","Missouri","290","Lafayette","1070","Lafayette",21295,4415,0,0
"G2901090","1880","Missouri","290","Lawrence","1090","Lawrence",17273,299,0,11
"G2901110","1880","Missouri","290","Lewis","1110","Lewis",14517,1408,0,0
"G2901130","1880","Missouri","290","Lincoln","1130","Lincoln",15280,2146,0,0
"G2901150","1880","Missouri","290","Linn","1150","Linn",19177,839,0,0
"G2901170","1880","Missouri","290","Livingston","1170","Livingston",19024,1172,0,0
"G2901190","1880","Missouri","290","McDonald","1190","Mcdonald",7804,12,0,0
"G2901210","1880","Missouri","290","Macon","1210","Macon",24722,1499,0,1
"G2901230","1880","Missouri","290","Madison","1230","Madison",8567,306,0,3
"G2901250","1880","Missouri","290","Maries","1250","Maries",7292,12,0,0
"G2901270","1880","Missouri","290","Marion","1270","Marion",21125,3708,1,3
"G2901290","1880","Missouri","290","Mercer","1290","Mercer",14572,101,0,0
"G2901310","1880","Missouri","290","Miller","1310","Miller",9575,230,0,0
"G2901330","1880","Missouri","290","Mississippi","1330","Mississippi",7116,2154,0,0
"G2901350","1880","Missouri","290","Moniteau","1350","Moniteau",13368,978,0,0
"G2901370","1880","Missouri","290","Monroe","1370","Monroe",16925,2146,0,0
"G2901390","1880","Missouri","290","Montgomery","1390","Montgomery",14332,1917,0,0
"G2901410","1880","Missouri","290","Morgan","1410","Morgan",9716,416,0,0
"G2901430","1880","Missouri","290","New Madrid","1430","New Madrid",5813,1881,0,0
"G2901450","1880","Missouri","290","Newton","1450","Newton",18344,591,0,12
"G2901470","1880","Missouri","290","Nodaway","1470","Nodaway",29432,109,3,0
"G2901490","1880","Missouri","290","Oregon","1490","Oregon",5773,18,0,0
"G2901510","1880","Missouri","290","Osage","1510","Osage",11422,400,0,2
"G2901530","1880","Missouri","290","Ozark","1530","Ozark",5604,13,0,1
"G2901550","1880","Missouri","290","Pemiscot","1550","Pemiscot",4031,268,0,0
"G2901570","1880","Missouri","290","Perry","1570","Perry",11424,471,0,0
"G2901590","1880","Missouri","290","Pettis","1590","Pettis",24259,3008,0,4
"G2901610","1880","Missouri","290","Phelps","1610","Phelps",12065,503,0,0
"G2901630","1880","Missouri","290","Pike","1630","Pike",21339,5376,0,0
"G2901650","1880","Missouri","290","Platte","1650","Platte",15734,1630,0,2
"G2901670","1880","Missouri","290","Polk","1670","Polk",15448,285,0,1
"G2901690","1880","Missouri","290","Pulaski","1690","Pulaski",7190,60,0,0
"G2901710","1880","Missouri","290","Putnam","1710","Putnam",13532,23,0,0
"G2901730","1880","Missouri","290","Ralls","1730","Ralls",10627,1211,0,0
"G2901750","1880","Missouri","290","Randolph","1750","Randolph",19937,2811,2,1
"G2901770","1880","Missouri","290","Ray","1770","Ray",18451,1739,0,0
"G2901790","1880","Missouri","290","Reynolds","1790","Reynolds",5708,14,0,0
"G2901810","1880","Missouri","290","Ripley","1810","Ripley",5367,10,0,0
"G2901830","1880","Missouri","290","St Charles","1830","St Charles",20652,2411,0,2
"G2901850","1880","Missouri","290","St Clair","1850","St Clair",13815,310,0,0
"G2901860","1880","Missouri","290","Ste Genevieve","1860","Ste Genevieve",9832,558,0,0
"G2901870","1880","Missouri","290","St Francois","1870","St Francois",13169,653,0,0
"G2901890","1880","Missouri","290","St Louis","1890","St Louis",28008,3880,0,0
"G2901950","1880","Missouri","290","Saline","1950","Saline",24980,4931,0,0
"G2901970","1880","Missouri","290","Schuyler","1970","Schuyler",10461,9,0,0
"G2901990","1880","Missouri","290","Scotland","1990","Scotland",12377,131,0,0
"G2902010","1880","Missouri","290","Scott","2010","Scott",8036,550,0,1
"G2902030","1880","Missouri","290","Shannon","2030","Shannon",3441,0,0,0
"G2902050","1880","Missouri","290","Shelby","2050","Shelby",13089,931,0,4
"G2902070","1880","Missouri","290","Stoddard","2070","Stoddard",13396,35,0,0
"G2902090","1880","Missouri","290","Stone","2090","Stone",4376,28,0,0
"G2902110","1880","Missouri","290","Sullivan","2110","Sullivan",16486,83,0,0
"G2902130","1880","Missouri","290","Taney","2130","Taney",5594,4,0,1
"G2902150","1880","Missouri","290","Texas","2150","Texas",12177,29,0,0
"G2902170","1880","Missouri","290","Vernon","2170","Vernon",19263,106,0,0
"G2902190","1880","Missouri","290","Warren","2190","Warren",9852,954,0,0
"G2902210","1880","Missouri","290","Washington","2210","Washington",11858,1038,0,0
"G2902230","1880","Missouri","290","Wayne","2230","Wayne",8988,108,0,0
"G2902250","1880","Missouri","290","Webster","2250","Webster",11927,247,0,1
"G2902270","1880","Missouri","290","Worth","2270","Worth",8202,1,0,0
"G2902290","1880","Missouri","290","Wright","2290","Wright",9450,260,0,2
"G2905100","1880","Missouri","290","St Louis City","5100","St Louis City",328191,22256,56,15
"G3050015","1880","Montana Territory","305","Beaverhead","0015","Beaverhead",2574,6,131,1
"G3050055","1880","Montana Territory","305","Chouteau","0055","Chouteau",2448,71,18,521
"G3050075","1880","Montana Territory","305","Custer","0075","Custer",2461,33,2,14
"G3050095","1880","Montana Territory","305","Dawson","0095","Dawson",162,3,0,15
"G3050115","1880","Montana Territory","305","Deer Lodge","0115","Deer Lodge",8075,60,710,31
"G3050135","1880","Montana Territory","305","Gallatin","0135","Gallatin",3570,31,27,15
"G3050155","1880","Montana Territory","305","Jefferson","0155","Jefferson",2389,14,52,9
"G3050175","1880","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark",5710,86,359,366
"G3050195","1880","Montana Territory","305","Madison","0195","Madison",3612,20,265,18
"G3050215","1880","Montana Territory","305","Meagher","0215","Meagher",2458,18,52,215
"G3050235","1880","Montana Territory","305","Missoula","0235","Missoula",1926,4,149,458
"G3100010","1880","Nebraska","310","Adams","0010","Adams",10210,25,0,0
"G3100030","1880","Nebraska","310","Antelope","0030","Antelope",3946,7,0,0
"G3100075","1880","Nebraska","310","Blackbird","0075","Blackbird",71,0,0,38
"G3100110","1880","Nebraska","310","Boone","0110","Boone",4169,1,0,0
"G3100190","1880","Nebraska","310","Buffalo","0190","Buffalo",7519,12,0,0
"G3100210","1880","Nebraska","310","Burt","0210","Burt",6929,8,0,0
"G3100230","1880","Nebraska","310","Butler","0230","Butler",9171,23,0,0
"G3100250","1880","Nebraska","310","Cass","0250","Cass",16637,46,0,0
"G3100270","1880","Nebraska","310","Cedar","0270","Cedar",2893,0,0,6
"G3100290","1880","Nebraska","310","Chase","0290","Chase",70,0,0,0
"G3100330","1880","Nebraska","310","Cheyenne","0330","Cheyenne",1516,42,0,0
"G3100350","1880","Nebraska","310","Clay","0350","Clay",11288,6,0,0
"G3100370","1880","Nebraska","310","Colfax","0370","Colfax",6563,25,0,0
"G3100390","1880","Nebraska","310","Cuming","0390","Cuming",5569,0,0,0
"G3100410","1880","Nebraska","310","Custer","0410","Custer",2207,4,0,0
"G3100430","1880","Nebraska","310","Dakota","0430","Dakota",3202,6,0,5
"G3100470","1880","Nebraska","310","Dawson","0470","Dawson",2856,53,0,0
"G3100510","1880","Nebraska","310","Dixon","0510","Dixon",4177,0,0,0
"G3100530","1880","Nebraska","310","Dodge","0530","Dodge",11242,20,0,1
"G3100550","1880","Nebraska","310","Douglas","0550","Douglas",36783,811,14,37
"G3100570","1880","Nebraska","310","Dundy","0570","Dundy",37,0,0,0
"G3100590","1880","Nebraska","310","Fillmore","0590","Fillmore",10198,6,0,0
"G3100610","1880","Nebraska","310","Franklin","0610","Franklin",5465,0,0,0
"G3100630","1880","Nebraska","310","Frontier","0630","Frontier",934,0,0,0
"G3100650","1880","Nebraska","310","Furnas","0650","Furnas",6404,3,0,0
"G3100670","1880","Nebraska","310","Gage","0670","Gage",13140,24,0,0
"G3100730","1880","Nebraska","310","Gosper","0730","Gosper",1667,0,0,6
"G3100770","1880","Nebraska","310","Greeley","0770","Greeley",1461,0,0,0
"G3100790","1880","Nebraska","310","Hall","0790","Hall",8545,27,0,0
"G3100810","1880","Nebraska","310","Hamilton","0810","Hamilton",8238,29,0,0
"G3100830","1880","Nebraska","310","Harlan","0830","Harlan",6086,0,0,0
"G3100850","1880","Nebraska","310","Hayes","0850","Hayes",119,0,0,0
"G3100870","1880","Nebraska","310","Hitchcock","0870","Hitchcock",1012,0,0,0
"G3100890","1880","Nebraska","310","Holt","0890","Holt",3285,2,0,0
"G3100930","1880","Nebraska","310","Howard","0930","Howard",4383,8,0,0
"G3100950","1880","Nebraska","310","Jefferson","0950","Jefferson",8085,10,0,1
"G3100970","1880","Nebraska","310","Johnson","0970","Johnson",7570,25,0,0
"G3100990","1880","Nebraska","310","Kearney","0990","Kearney",4072,0,0,0
"G3101010","1880","Nebraska","310","Keith","1010","Keith",193,1,0,0
"G3101070","1880","Nebraska","310","Knox","1070","Knox",3601,1,0,64
"G3101090","1880","Nebraska","310","Lancaster","1090","Lancaster",27455,628,4,3
"G3101110","1880","Nebraska","310","Lincoln","1110","Lincoln",3626,6,0,0
"G3101190","1880","Nebraska","310","Madison","1190","Madison",5583,6,0,0
"G3101210","1880","Nebraska","310","Merrick","1210","Merrick",5326,15,0,0
"G3101250","1880","Nebraska","310","Nance","1250","Nance",1211,1,0,0
"G3101270","1880","Nebraska","310","Nemaha","1270","Nemaha",10357,87,0,7
"G3101290","1880","Nebraska","310","Nuckolls","1290","Nuckolls",4235,0,0,0
"G3101310","1880","Nebraska","310","Otoe","1310","Otoe",15546,181,0,0
"G3101330","1880","Nebraska","310","Pawnee","1330","Pawnee",6914,6,0,0
"G3101370","1880","Nebraska","310","Phelps","1370","Phelps",2445,2,0,0
"G3101390","1880","Nebraska","310","Pierce","1390","Pierce",1202,0,0,0
"G3101410","1880","Nebraska","310","Platte","1410","Platte",9487,24,0,0
"G3101430","1880","Nebraska","310","Polk","1430","Polk",6846,0,0,0
"G3101450","1880","Nebraska","310","Red Willow","1450","Red Willow",3043,1,0,0
"G3101470","1880","Nebraska","310","Richardson","1470","Richardson",14938,91,0,2
"G3101510","1880","Nebraska","310","Saline","1510","Saline",14483,8,0,0
"G3101530","1880","Nebraska","310","Sarpy","1530","Sarpy",4471,4,0,6
"G3101550","1880","Nebraska","310","Saunders","1550","Saunders",15797,13,0,0
"G3101590","1880","Nebraska","310","Seward","1590","Seward",11110,37,0,0
"G3101630","1880","Nebraska","310","Sherman","1630","Sherman",2061,0,0,0
"G3101650","1880","Nebraska","310","Sioux","1650","Sioux",628,12,0,59
"G3101670","1880","Nebraska","310","Stanton","1670","Stanton",1813,0,0,0
"G3101690","1880","Nebraska","310","Thayer","1690","Thayer",6111,2,0,0
"G3101733","1880","Nebraska","310","Unorganized Territory","1733","Unorganized Territory",2911,2,0,0
"G3101750","1880","Nebraska","310","Valley","1750","Valley",2324,0,0,0
"G3101770","1880","Nebraska","310","Washington","1770","Washington",8611,20,0,0
"G3101790","1880","Nebraska","310","Wayne","1790","Wayne",812,1,0,0
"G3101810","1880","Nebraska","310","Webster","1810","Webster",7099,5,0,0
"G3101830","1880","Nebraska","310","Wheeler","1830","Wheeler",644,0,0,0
"G3101850","1880","Nebraska","310","York","1850","York",11162,8,0,0
"G3200010","1880","Nevada","320","Churchill","0010","Churchill",447,0,32,0
"G3200050","1880","Nevada","320","Douglas","0050","Douglas",1399,22,159,1
"G3200070","1880","Nevada","320","Elko","0070","Elko",4698,33,613,372
"G3200090","1880","Nevada","320","Esmeralda","0090","Esmeralda",2668,7,242,303
"G3200110","1880","Nevada","320","Eureka","0110","Eureka",6116,49,633,288
"G3200130","1880","Nevada","320","Humboldt","0130","Humboldt",2719,21,529,211
"G3200150","1880","Nevada","320","Lander","0150","Lander",2997,16,387,224
"G3200170","1880","Nevada","320","Lincoln","0170","Lincoln",2105,16,100,416
"G3200190","1880","Nevada","320","Lyon","0190","Lyon",2013,1,390,5
"G3200230","1880","Nevada","320","Nye","0230","Nye",1663,96,66,50
"G3200250","1880","Nevada","320","Ormsby","0250","Ormsby",4238,59,988,127
"G3200275","1880","Nevada","320","Roop","0275","Roop",200,0,5,81
"G3200290","1880","Nevada","320","Storey","0290","Storey",15245,115,641,114
"G3200310","1880","Nevada","320","Washoe","0310","Washoe",4762,44,527,331
"G3200330","1880","Nevada","320","White Pine","0330","White Pine",2286,9,107,280
"G3300010","1880","New Hampshire","330","Belknap","0010","Belknap",17875,72,0,1
"G3300030","1880","New Hampshire","330","Carroll","0030","Carroll",18207,12,0,5
"G3300050","1880","New Hampshire","330","Cheshire","0050","Cheshire",28720,14,0,0
"G3300070","1880","New Hampshire","330","Coos","0070","Coos",18543,15,0,22
"G3300090","1880","New Hampshire","330","Grafton","0090","Grafton",38756,20,0,12
"G3300110","1880","New Hampshire","330","Hillsborough","0110","Hillsborough",75510,119,5,0
"G3300130","1880","New Hampshire","330","Merrimack","0130","Merrimack",46133,158,1,8
"G3300150","1880","New Hampshire","330","Rockingham","0150","Rockingham",48852,189,8,15
"G3300170","1880","New Hampshire","330","Strafford","0170","Strafford",35511,47,0,0
"G3300190","1880","New Hampshire","330","Sullivan","0190","Sullivan",18122,39,0,0
"G3400010","1880","New Jersey","340","Atlantic","0010","Atlantic",17810,894,0,0
"G3400030","1880","New Jersey","340","Bergen","0030","Bergen",34795,1891,100,0
"G3400050","1880","New Jersey","340","Burlington","0050","Burlington",52828,2570,0,4
"G3400070","1880","New Jersey","340","Camden","0070","Camden",57240,5687,2,13
"G3400090","1880","New Jersey","340","Cape May","0090","Cape May",9195,570,0,0
"G3400110","1880","New Jersey","340","Cumberland","0110","Cumberland",35722,1965,0,0
"G3400130","1880","New Jersey","340","Essex","0130","Essex",185176,4727,14,12
"G3400150","1880","New Jersey","340","Gloucester","0150","Gloucester",24742,1144,0,0
"G3400170","1880","New Jersey","340","Hudson","0170","Hudson",186248,1655,31,10
"G3400190","1880","New Jersey","340","Hunterdon","0190","Hunterdon",38018,552,0,0
"G3400210","1880","New Jersey","340","Mercer","0210","Mercer",54828,3230,3,0
"G3400230","1880","New Jersey","340","Middlesex","0230","Middlesex",50657,1625,3,1
"G3400250","1880","New Jersey","340","Monmouth","0250","Monmouth",52062,3461,0,15
"G3400270","1880","New Jersey","340","Morris","0270","Morris",50049,810,2,0
"G3400290","1880","New Jersey","340","Ocean","0290","Ocean",14357,98,0,0
"G3400310","1880","New Jersey","340","Passaic","0310","Passaic",67758,1077,17,8
"G3400330","1880","New Jersey","340","Salem","0330","Salem",21810,2769,0,0
"G3400350","1880","New Jersey","340","Somerset","0350","Somerset",25500,1659,0,3
"G3400370","1880","New Jersey","340","Sussex","0370","Sussex",23365,174,0,0
"G3400390","1880","New Jersey","340","Union","0390","Union",53624,1939,0,8
"G3400410","1880","New Jersey","340","Warren","0410","Warren",36233,356,0,0
"G3550035","1880","New Mexico Territory","355","Bernalillo","0035","Bernalillo",12514,210,2,4499
"G3550075","1880","New Mexico Territory","355","Colfax","0075","Colfax",3375,6,0,17
"G3550115","1880","New Mexico Territory","355","Dona Ana","0115","Dona Ana",7537,27,5,43
"G3550155","1880","New Mexico Territory","355","Grant","0155","Grant",4404,86,40,9
"G3550195","1880","New Mexico Territory","355","Lincoln","0195","Lincoln",2448,60,2,3
"G3550255","1880","New Mexico Territory","355","Mora","0255","Mora",9423,242,0,86
"G3550315","1880","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",10215,14,0,794
"G3550395","1880","New Mexico Territory","355","San Miguel","0395","San Miguel",20439,90,6,103
"G3550435","1880","New Mexico Territory","355","Santa Fe","0435","Santa Fe",10388,168,2,309
"G3550475","1880","New Mexico Territory","355","Socorro","0475","Socorro",7804,51,0,20
"G3550495","1880","New Mexico Territory","355","Taos","0495","Taos",10401,36,0,592
"G3550555","1880","New Mexico Territory","355","Valencia","0555","Valencia",9773,25,0,3297
"G3600010","1880","New York","360","Albany","0010","Albany",153510,1367,3,10
"G3600030","1880","New York","360","Allegany","0030","Allegany",41433,377,0,0
"G3600070","1880","New York","360","Broome","0070","Broome",48890,585,0,8
"G3600090","1880","New York","360","Cattaraugus","0090","Cattaraugus",55520,248,0,38
"G3600110","1880","New York","360","Cayuga","0110","Cayuga",64384,687,1,9
"G3600130","1880","New York","360","Chautauqua","0130","Chautauqua",65178,158,0,6
"G3600150","1880","New York","360","Chemung","0150","Chemung",42098,954,0,13
"G3600170","1880","New York","360","Chenango","0170","Chenango",39605,286,0,0
"G3600190","1880","New York","360","Clinton","0190","Clinton",50710,171,0,16
"G3600210","1880","New York","360","Columbia","0210","Columbia",46708,1219,1,0
"G3600230","1880","New York","360","Cortland","0230","Cortland",25732,93,0,0
"G3600250","1880","New York","360","Delaware","0250","Delaware",42493,227,0,1
"G3600270","1880","New York","360","Dutchess","0270","Dutchess",77068,2112,1,3
"G3600290","1880","New York","360","Erie","0290","Erie",218757,975,6,146
"G3600310","1880","New York","360","Essex","0310","Essex",34392,112,0,11
"G3600330","1880","New York","360","Franklin","0330","Franklin",32351,37,0,2
"G3600350","1880","New York","360","Fulton","0350","Fulton",30707,272,0,6
"G3600370","1880","New York","360","Genesee","0370","Genesee",32652,151,0,3
"G3600390","1880","New York","360","Greene","0390","Greene",31966,729,0,0
"G3600410","1880","New York","360","Hamilton","0410","Hamilton",3906,0,0,17
"G3600430","1880","New York","360","Herkimer","0430","Herkimer",42491,178,0,0
"G3600450","1880","New York","360","Jefferson","0450","Jefferson",65888,208,0,7
"G3600470","1880","New York","360","Kings","0470","Kings",590201,9153,121,20
"G3600490","1880","New York","360","Lewis","0490","Lewis",31324,76,0,16
"G3600510","1880","New York","360","Livingston","0510","Livingston",39269,293,0,0
"G3600530","1880","New York","360","Madison","0530","Madison",43646,375,0,91
"G3600550","1880","New York","360","Monroe","0550","Monroe",144149,740,4,10
"G3600570","1880","New York","360","Montgomery","0570","Montgomery",37997,318,0,0
"G3600610","1880","New York","360","New York","0610","New York",1185843,19663,747,46
"G3600630","1880","New York","360","Niagara","0630","Niagara",53756,399,0,18
"G3600650","1880","New York","360","Oneida","0650","Oneida",114837,578,0,60
"G3600670","1880","New York","360","Onondaga","0670","Onondaga",116999,876,0,18
"G3600690","1880","New York","360","Ontario","0690","Ontario",48938,594,0,9
"G3600710","1880","New York","360","Orange","0710","Orange",85420,2790,2,8
"G3600730","1880","New York","360","Orleans","0730","Orleans",29904,224,0,0
"G3600750","1880","New York","360","Oswego","0750","Oswego",77646,247,3,15
"G3600770","1880","New York","360","Otsego","0770","Otsego",51178,218,0,1
